file,file_path,label
happy_5_2_183_vesus.wav,huge_collated_dataset/happy/happy_5_2_183_vesus.wav,happy
happy_1_2_18_vesus.wav,huge_collated_dataset/happy/happy_1_2_18_vesus.wav,happy
happy_1_2_7_vesus.wav,huge_collated_dataset/happy/happy_1_2_7_vesus.wav,happy
happy_0_0_136_vesus.wav,huge_collated_dataset/happy/happy_0_0_136_vesus.wav,happy
happy_3_0_219_vesus.wav,huge_collated_dataset/happy/happy_3_0_219_vesus.wav,happy
happy_9_2_39_vesus.wav,huge_collated_dataset/happy/happy_9_2_39_vesus.wav,happy
happy_2_2_225_vesus.wav,huge_collated_dataset/happy/happy_2_2_225_vesus.wav,happy
happy_2_2_155_vesus.wav,huge_collated_dataset/happy/happy_2_2_155_vesus.wav,happy
happy_5_2_92_vesus.wav,huge_collated_dataset/happy/happy_5_2_92_vesus.wav,happy
happy_3_0_22_vesus.wav,huge_collated_dataset/happy/happy_3_0_22_vesus.wav,happy
happy_3_0_169_vesus.wav,huge_collated_dataset/happy/happy_3_0_169_vesus.wav,happy
happy_6_4_154_vesus.wav,huge_collated_dataset/happy/happy_6_4_154_vesus.wav,happy
happy_0_0_246_vesus.wav,huge_collated_dataset/happy/happy_0_0_246_vesus.wav,happy
happy_7_4_216_vesus.wav,huge_collated_dataset/happy/happy_7_4_216_vesus.wav,happy
happy_5_2_130_vesus.wav,huge_collated_dataset/happy/happy_5_2_130_vesus.wav,happy
happy_1_2_62_vesus.wav,huge_collated_dataset/happy/happy_1_2_62_vesus.wav,happy
happy_5_2_240_vesus.wav,huge_collated_dataset/happy/happy_5_2_240_vesus.wav,happy
happy_0_0_1_vesus.wav,huge_collated_dataset/happy/happy_0_0_1_vesus.wav,happy
happy_7_4_166_vesus.wav,huge_collated_dataset/happy/happy_7_4_166_vesus.wav,happy
happy_4_4_249_vesus.wav,huge_collated_dataset/happy/happy_4_4_249_vesus.wav,happy
happy_3_0_132_vesus.wav,huge_collated_dataset/happy/happy_3_0_132_vesus.wav,happy
happy_3_0_79_vesus.wav,huge_collated_dataset/happy/happy_3_0_79_vesus.wav,happy
happy_1_2_221_vesus.wav,huge_collated_dataset/happy/happy_1_2_221_vesus.wav,happy
happy_6_4_32_vesus.wav,huge_collated_dataset/happy/happy_6_4_32_vesus.wav,happy
happy_1_2_198_vesus.wav,huge_collated_dataset/happy/happy_1_2_198_vesus.wav,happy
happy_3_0_242_vesus.wav,huge_collated_dataset/happy/happy_3_0_242_vesus.wav,happy
happy_2_2_77_vesus.wav,huge_collated_dataset/happy/happy_2_2_77_vesus.wav,happy
happy_4_4_212_vesus.wav,huge_collated_dataset/happy/happy_4_4_212_vesus.wav,happy
fd291cea98.wav,huge_collated_dataset/happy/fd291cea98.wav,happy
happy_0_0_37_vesus.wav,huge_collated_dataset/happy/happy_0_0_37_vesus.wav,happy
happy_4_4_162_vesus.wav,huge_collated_dataset/happy/happy_4_4_162_vesus.wav,happy
happy_4_4_3_vesus.wav,huge_collated_dataset/happy/happy_4_4_3_vesus.wav,happy
happy_4_4_77_vesus.wav,huge_collated_dataset/happy/happy_4_4_77_vesus.wav,happy
happy_3_0_238_vesus.wav,huge_collated_dataset/happy/happy_3_0_238_vesus.wav,happy
happy_0_0_117_vesus.wav,huge_collated_dataset/happy/happy_0_0_117_vesus.wav,happy
happy_6_4_175_vesus.wav,huge_collated_dataset/happy/happy_6_4_175_vesus.wav,happy
happy_3_0_148_vesus.wav,huge_collated_dataset/happy/happy_3_0_148_vesus.wav,happy
happy_3_0_181_vesus.wav,huge_collated_dataset/happy/happy_3_0_181_vesus.wav,happy
happy_6_4_81_vesus.wav,huge_collated_dataset/happy/happy_6_4_81_vesus.wav,happy
happy_6_4_48_vesus.wav,huge_collated_dataset/happy/happy_6_4_48_vesus.wav,happy
happy_2_2_174_vesus.wav,huge_collated_dataset/happy/happy_2_2_174_vesus.wav,happy
happy_1_2_43_vesus.wav,huge_collated_dataset/happy/happy_1_2_43_vesus.wav,happy
happy_5_2_111_vesus.wav,huge_collated_dataset/happy/happy_5_2_111_vesus.wav,happy
happy_4_4_118_vesus.wav,huge_collated_dataset/happy/happy_4_4_118_vesus.wav,happy
happy_7_4_147_vesus.wav,huge_collated_dataset/happy/happy_7_4_147_vesus.wav,happy
happy_0_0_84_vesus.wav,huge_collated_dataset/happy/happy_0_0_84_vesus.wav,happy
happy_0_0_59_vesus.wav,huge_collated_dataset/happy/happy_0_0_59_vesus.wav,happy
happy_0_0_90_vesus.wav,huge_collated_dataset/happy/happy_0_0_90_vesus.wav,happy
happy_4_4_19_vesus.wav,huge_collated_dataset/happy/happy_4_4_19_vesus.wav,happy
happy_1_2_57_vesus.wav,huge_collated_dataset/happy/happy_1_2_57_vesus.wav,happy
happy_2_2_160_vesus.wav,huge_collated_dataset/happy/happy_2_2_160_vesus.wav,happy
happy_3_0_17_vesus.wav,huge_collated_dataset/happy/happy_3_0_17_vesus.wav,happy
happy_3_0_195_vesus.wav,huge_collated_dataset/happy/happy_3_0_195_vesus.wav,happy
happy_6_4_161_vesus.wav,huge_collated_dataset/happy/happy_6_4_161_vesus.wav,happy
happy_0_0_103_vesus.wav,huge_collated_dataset/happy/happy_0_0_103_vesus.wav,happy
happy_6_4_211_vesus.wav,huge_collated_dataset/happy/happy_6_4_211_vesus.wav,happy
happy_7_4_57_vesus.wav,huge_collated_dataset/happy/happy_7_4_57_vesus.wav,happy
happy_2_2_210_vesus.wav,huge_collated_dataset/happy/happy_2_2_210_vesus.wav,happy
happy_4_4_176_vesus.wav,huge_collated_dataset/happy/happy_4_4_176_vesus.wav,happy
happy_4_4_63_vesus.wav,huge_collated_dataset/happy/happy_4_4_63_vesus.wav,happy
f6b682a104.wav,huge_collated_dataset/happy/f6b682a104.wav,happy
happy_0_0_23_vesus.wav,huge_collated_dataset/happy/happy_0_0_23_vesus.wav,happy
happy_4_4_206_vesus.wav,huge_collated_dataset/happy/happy_4_4_206_vesus.wav,happy
happy_2_2_63_vesus.wav,huge_collated_dataset/happy/happy_2_2_63_vesus.wav,happy
happy_1_2_145_vesus.wav,huge_collated_dataset/happy/happy_1_2_145_vesus.wav,happy
happy_5_2_14_vesus.wav,huge_collated_dataset/happy/happy_5_2_14_vesus.wav,happy
happy_1_2_235_vesus.wav,huge_collated_dataset/happy/happy_1_2_235_vesus.wav,happy
happy_6_4_26_vesus.wav,huge_collated_dataset/happy/happy_6_4_26_vesus.wav,happy
happy_3_0_126_vesus.wav,huge_collated_dataset/happy/happy_3_0_126_vesus.wav,happy
happy_8_4_111_vesus.wav,huge_collated_dataset/happy/happy_8_4_111_vesus.wav,happy
happy_0_0_209_vesus.wav,huge_collated_dataset/happy/happy_0_0_209_vesus.wav,happy
happy_2_2_35_vesus.wav,huge_collated_dataset/happy/happy_2_2_35_vesus.wav,happy
happy_3_0_200_vesus.wav,huge_collated_dataset/happy/happy_3_0_200_vesus.wav,happy
happy_1_2_113_vesus.wav,huge_collated_dataset/happy/happy_1_2_113_vesus.wav,happy
happy_2_2_185_vesus.wav,huge_collated_dataset/happy/happy_2_2_185_vesus.wav,happy
happy_5_2_42_vesus.wav,huge_collated_dataset/happy/happy_5_2_42_vesus.wav,happy
happy_6_4_184_vesus.wav,huge_collated_dataset/happy/happy_6_4_184_vesus.wav,happy
happy_4_4_35_vesus.wav,huge_collated_dataset/happy/happy_4_4_35_vesus.wav,happy
happy_4_4_120_vesus.wav,huge_collated_dataset/happy/happy_4_4_120_vesus.wav,happy
happy_0_0_75_vesus.wav,huge_collated_dataset/happy/happy_0_0_75_vesus.wav,happy
happy_8_4_57_vesus.wav,huge_collated_dataset/happy/happy_8_4_57_vesus.wav,happy
happy_4_4_250_vesus.wav,huge_collated_dataset/happy/happy_4_4_250_vesus.wav,happy
happy_5_2_38_vesus.wav,huge_collated_dataset/happy/happy_5_2_38_vesus.wav,happy
happy_2_2_136_vesus.wav,huge_collated_dataset/happy/happy_2_2_136_vesus.wav,happy
happy_9_2_134_vesus.wav,huge_collated_dataset/happy/happy_9_2_134_vesus.wav,happy
happy_1_2_219_vesus.wav,huge_collated_dataset/happy/happy_1_2_219_vesus.wav,happy
happy_3_0_88_vesus.wav,huge_collated_dataset/happy/happy_3_0_88_vesus.wav,happy
happy_3_0_41_vesus.wav,huge_collated_dataset/happy/happy_3_0_41_vesus.wav,happy
happy_6_4_137_vesus.wav,huge_collated_dataset/happy/happy_6_4_137_vesus.wav,happy
happy_0_0_225_vesus.wav,huge_collated_dataset/happy/happy_0_0_225_vesus.wav,happy
happy_0_0_155_vesus.wav,huge_collated_dataset/happy/happy_0_0_155_vesus.wav,happy
happy_2_2_86_vesus.wav,huge_collated_dataset/happy/happy_2_2_86_vesus.wav,happy
happy_1_2_169_vesus.wav,huge_collated_dataset/happy/happy_1_2_169_vesus.wav,happy
happy_2_2_246_vesus.wav,huge_collated_dataset/happy/happy_2_2_246_vesus.wav,happy
happy_5_2_223_vesus.wav,huge_collated_dataset/happy/happy_5_2_223_vesus.wav,happy
happy_7_4_105_vesus.wav,huge_collated_dataset/happy/happy_7_4_105_vesus.wav,happy
happy_4_4_86_vesus.wav,huge_collated_dataset/happy/happy_4_4_86_vesus.wav,happy
705ec44ee9.wav,huge_collated_dataset/happy/705ec44ee9.wav,happy
happy_4_4_193_vesus.wav,huge_collated_dataset/happy/happy_4_4_193_vesus.wav,happy
happy_5_2_147_vesus.wav,huge_collated_dataset/happy/happy_5_2_147_vesus.wav,happy
d9730c472d.wav,huge_collated_dataset/happy/d9730c472d.wav,happy
happy_4_4_92_vesus.wav,huge_collated_dataset/happy/happy_4_4_92_vesus.wav,happy
happy_4_4_187_vesus.wav,huge_collated_dataset/happy/happy_4_4_187_vesus.wav,happy
happy_7_4_111_vesus.wav,huge_collated_dataset/happy/happy_7_4_111_vesus.wav,happy
happy_5_2_237_vesus.wav,huge_collated_dataset/happy/happy_5_2_237_vesus.wav,happy
happy_9_2_250_vesus.wav,huge_collated_dataset/happy/happy_9_2_250_vesus.wav,happy
happy_2_2_92_vesus.wav,huge_collated_dataset/happy/happy_2_2_92_vesus.wav,happy
happy_0_0_188_vesus.wav,huge_collated_dataset/happy/happy_0_0_188_vesus.wav,happy
happy_0_0_141_vesus.wav,huge_collated_dataset/happy/happy_0_0_141_vesus.wav,happy
happy_0_0_231_vesus.wav,huge_collated_dataset/happy/happy_0_0_231_vesus.wav,happy
happy_2_2_122_vesus.wav,huge_collated_dataset/happy/happy_2_2_122_vesus.wav,happy
happy_4_4_244_vesus.wav,huge_collated_dataset/happy/happy_4_4_244_vesus.wav,happy
happy_4_4_21_vesus.wav,huge_collated_dataset/happy/happy_4_4_21_vesus.wav,happy
happy_4_4_134_vesus.wav,huge_collated_dataset/happy/happy_4_4_134_vesus.wav,happy
happy_6_4_159_vesus.wav,huge_collated_dataset/happy/happy_6_4_159_vesus.wav,happy
happy_3_0_164_vesus.wav,huge_collated_dataset/happy/happy_3_0_164_vesus.wav,happy
happy_6_4_64_vesus.wav,huge_collated_dataset/happy/happy_6_4_64_vesus.wav,happy
happy_5_2_56_vesus.wav,huge_collated_dataset/happy/happy_5_2_56_vesus.wav,happy
happy_2_2_191_vesus.wav,huge_collated_dataset/happy/happy_2_2_191_vesus.wav,happy
happy_2_2_228_vesus.wav,huge_collated_dataset/happy/happy_2_2_228_vesus.wav,happy
happy_1_2_107_vesus.wav,huge_collated_dataset/happy/happy_1_2_107_vesus.wav,happy
happy_8_4_223_vesus.wav,huge_collated_dataset/happy/happy_8_4_223_vesus.wav,happy
happy_6_4_229_vesus.wav,huge_collated_dataset/happy/happy_6_4_229_vesus.wav,happy
happy_1_2_34_vesus.wav,huge_collated_dataset/happy/happy_1_2_34_vesus.wav,happy
happy_5_2_216_vesus.wav,huge_collated_dataset/happy/happy_5_2_216_vesus.wav,happy
happy_7_4_130_vesus.wav,huge_collated_dataset/happy/happy_7_4_130_vesus.wav,happy
happy_0_0_160_vesus.wav,huge_collated_dataset/happy/happy_0_0_160_vesus.wav,happy
happy_1_2_195_vesus.wav,huge_collated_dataset/happy/happy_1_2_195_vesus.wav,happy
happy_7_4_34_vesus.wav,huge_collated_dataset/happy/happy_7_4_34_vesus.wav,happy
happy_6_4_0_vesus.wav,huge_collated_dataset/happy/happy_6_4_0_vesus.wav,happy
happy_2_2_103_vesus.wav,huge_collated_dataset/happy/happy_2_2_103_vesus.wav,happy
happy_3_0_74_vesus.wav,huge_collated_dataset/happy/happy_3_0_74_vesus.wav,happy
happy_0_0_210_vesus.wav,huge_collated_dataset/happy/happy_0_0_210_vesus.wav,happy
happy_6_4_102_vesus.wav,huge_collated_dataset/happy/happy_6_4_102_vesus.wav,happy
happy_0_0_89_vesus.wav,huge_collated_dataset/happy/happy_0_0_89_vesus.wav,happy
happy_0_0_40_vesus.wav,huge_collated_dataset/happy/happy_0_0_40_vesus.wav,happy
dd100a81cb.wav,huge_collated_dataset/happy/dd100a81cb.wav,happy
happy_4_4_115_vesus.wav,huge_collated_dataset/happy/happy_4_4_115_vesus.wav,happy
happy_1_2_87_vesus.wav,huge_collated_dataset/happy/happy_1_2_87_vesus.wav,happy
happy_2_2_179_vesus.wav,huge_collated_dataset/happy/happy_2_2_179_vesus.wav,happy
happy_5_2_77_vesus.wav,huge_collated_dataset/happy/happy_5_2_77_vesus.wav,happy
happy_6_4_45_vesus.wav,huge_collated_dataset/happy/happy_6_4_45_vesus.wav,happy
happy_3_0_145_vesus.wav,huge_collated_dataset/happy/happy_3_0_145_vesus.wav,happy
5aa3c8f96d.wav,huge_collated_dataset/happy/5aa3c8f96d.wav,happy
happy_8_4_172_vesus.wav,huge_collated_dataset/happy/happy_8_4_172_vesus.wav,happy
happy_6_4_178_vesus.wav,huge_collated_dataset/happy/happy_6_4_178_vesus.wav,happy
happy_6_4_208_vesus.wav,huge_collated_dataset/happy/happy_6_4_208_vesus.wav,happy
happy_3_0_235_vesus.wav,huge_collated_dataset/happy/happy_3_0_235_vesus.wav,happy
happy_1_2_126_vesus.wav,huge_collated_dataset/happy/happy_1_2_126_vesus.wav,happy
happy_1_2_132_vesus.wav,huge_collated_dataset/happy/happy_1_2_132_vesus.wav,happy
happy_3_0_221_vesus.wav,huge_collated_dataset/happy/happy_3_0_221_vesus.wav,happy
happy_3_0_151_vesus.wav,huge_collated_dataset/happy/happy_3_0_151_vesus.wav,happy
happy_1_2_242_vesus.wav,huge_collated_dataset/happy/happy_1_2_242_vesus.wav,happy
happy_6_4_51_vesus.wav,huge_collated_dataset/happy/happy_6_4_51_vesus.wav,happy
happy_6_4_98_vesus.wav,huge_collated_dataset/happy/happy_6_4_98_vesus.wav,happy
happy_2_2_1_vesus.wav,huge_collated_dataset/happy/happy_2_2_1_vesus.wav,happy
happy_5_2_63_vesus.wav,huge_collated_dataset/happy/happy_5_2_63_vesus.wav,happy
happy_1_2_93_vesus.wav,huge_collated_dataset/happy/happy_1_2_93_vesus.wav,happy
5d10bffd36.wav,huge_collated_dataset/happy/5d10bffd36.wav,happy
happy_0_0_204_vesus.wav,huge_collated_dataset/happy/happy_0_0_204_vesus.wav,happy
happy_3_0_60_vesus.wav,huge_collated_dataset/happy/happy_3_0_60_vesus.wav,happy
happy_1_2_238_vesus.wav,huge_collated_dataset/happy/happy_1_2_238_vesus.wav,happy
3d7c3c7d1d.wav,huge_collated_dataset/happy/3d7c3c7d1d.wav,happy
happy_5_2_19_vesus.wav,huge_collated_dataset/happy/happy_5_2_19_vesus.wav,happy
happy_1_2_148_vesus.wav,huge_collated_dataset/happy/happy_1_2_148_vesus.wav,happy
happy_0_0_174_vesus.wav,huge_collated_dataset/happy/happy_0_0_174_vesus.wav,happy
happy_5_2_202_vesus.wav,huge_collated_dataset/happy/happy_5_2_202_vesus.wav,happy
happy_1_2_20_vesus.wav,huge_collated_dataset/happy/happy_1_2_20_vesus.wav,happy
happy_3_0_187_vesus.wav,huge_collated_dataset/happy/happy_3_0_187_vesus.wav,happy
happy_6_4_173_vesus.wav,huge_collated_dataset/happy/happy_6_4_173_vesus.wav,happy
happy_2_2_172_vesus.wav,huge_collated_dataset/happy/happy_2_2_172_vesus.wav,happy
ac45d6e99e.wav,huge_collated_dataset/happy/ac45d6e99e.wav,happy
happy_6_4_87_vesus.wav,huge_collated_dataset/happy/happy_6_4_87_vesus.wav,happy
happy_7_4_45_vesus.wav,huge_collated_dataset/happy/happy_7_4_45_vesus.wav,happy
happy_2_2_202_vesus.wav,huge_collated_dataset/happy/happy_2_2_202_vesus.wav,happy
happy_6_4_203_vesus.wav,huge_collated_dataset/happy/happy_6_4_203_vesus.wav,happy
happy_7_4_141_vesus.wav,huge_collated_dataset/happy/happy_7_4_141_vesus.wav,happy
happy_7_4_188_vesus.wav,huge_collated_dataset/happy/happy_7_4_188_vesus.wav,happy
happy_0_0_82_vesus.wav,huge_collated_dataset/happy/happy_0_0_82_vesus.wav,happy
happy_3_0_244_vesus.wav,huge_collated_dataset/happy/happy_3_0_244_vesus.wav,happy
happy_8_4_103_vesus.wav,huge_collated_dataset/happy/happy_8_4_103_vesus.wav,happy
2f8cf59536.wav,huge_collated_dataset/happy/2f8cf59536.wav,happy
happy_3_0_134_vesus.wav,huge_collated_dataset/happy/happy_3_0_134_vesus.wav,happy
happy_4_4_71_vesus.wav,huge_collated_dataset/happy/happy_4_4_71_vesus.wav,happy
happy_4_4_5_vesus.wav,huge_collated_dataset/happy/happy_4_4_5_vesus.wav,happy
happy_4_4_164_vesus.wav,huge_collated_dataset/happy/happy_4_4_164_vesus.wav,happy
happy_0_0_31_vesus.wav,huge_collated_dataset/happy/happy_0_0_31_vesus.wav,happy
happy_5_2_209_vesus.wav,huge_collated_dataset/happy/happy_5_2_209_vesus.wav,happy
happy_4_4_200_vesus.wav,huge_collated_dataset/happy/happy_4_4_200_vesus.wav,happy
happy_4_4_170_vesus.wav,huge_collated_dataset/happy/happy_4_4_170_vesus.wav,happy
happy_5_2_1_vesus.wav,huge_collated_dataset/happy/happy_5_2_1_vesus.wav,happy
happy_5_2_179_vesus.wav,huge_collated_dataset/happy/happy_5_2_179_vesus.wav,happy
happy_5_2_12_vesus.wav,huge_collated_dataset/happy/happy_5_2_12_vesus.wav,happy
happy_8_4_117_vesus.wav,huge_collated_dataset/happy/happy_8_4_117_vesus.wav,happy
happy_2_2_65_vesus.wav,huge_collated_dataset/happy/happy_2_2_65_vesus.wav,happy
happy_1_2_143_vesus.wav,huge_collated_dataset/happy/happy_1_2_143_vesus.wav,happy
happy_7_4_225_vesus.wav,huge_collated_dataset/happy/happy_7_4_225_vesus.wav,happy
happy_1_2_51_vesus.wav,huge_collated_dataset/happy/happy_1_2_51_vesus.wav,happy
happy_5_2_103_vesus.wav,huge_collated_dataset/happy/happy_5_2_103_vesus.wav,happy
happy_1_2_98_vesus.wav,huge_collated_dataset/happy/happy_1_2_98_vesus.wav,happy
happy_0_0_96_vesus.wav,huge_collated_dataset/happy/happy_0_0_96_vesus.wav,happy
happy_7_4_155_vesus.wav,huge_collated_dataset/happy/happy_7_4_155_vesus.wav,happy
happy_6_4_217_vesus.wav,huge_collated_dataset/happy/happy_6_4_217_vesus.wav,happy
happy_2_2_216_vesus.wav,huge_collated_dataset/happy/happy_2_2_216_vesus.wav,happy
happy_7_4_98_vesus.wav,huge_collated_dataset/happy/happy_7_4_98_vesus.wav,happy
happy_7_4_51_vesus.wav,huge_collated_dataset/happy/happy_7_4_51_vesus.wav,happy
happy_1_2_139_vesus.wav,huge_collated_dataset/happy/happy_1_2_139_vesus.wav,happy
happy_6_4_93_vesus.wav,huge_collated_dataset/happy/happy_6_4_93_vesus.wav,happy
happy_5_2_68_vesus.wav,huge_collated_dataset/happy/happy_5_2_68_vesus.wav,happy
happy_2_2_166_vesus.wav,huge_collated_dataset/happy/happy_2_2_166_vesus.wav,happy
happy_9_2_164_vesus.wav,huge_collated_dataset/happy/happy_9_2_164_vesus.wav,happy
happy_6_4_167_vesus.wav,huge_collated_dataset/happy/happy_6_4_167_vesus.wav,happy
happy_3_0_11_vesus.wav,huge_collated_dataset/happy/happy_3_0_11_vesus.wav,happy
happy_3_0_193_vesus.wav,huge_collated_dataset/happy/happy_3_0_193_vesus.wav,happy
happy_4_4_221_vesus.wav,huge_collated_dataset/happy/happy_4_4_221_vesus.wav,happy
happy_5_2_228_vesus.wav,huge_collated_dataset/happy/happy_5_2_228_vesus.wav,happy
happy_5_2_158_vesus.wav,huge_collated_dataset/happy/happy_5_2_158_vesus.wav,happy
happy_5_2_191_vesus.wav,huge_collated_dataset/happy/happy_5_2_191_vesus.wav,happy
happy_4_4_151_vesus.wav,huge_collated_dataset/happy/happy_4_4_151_vesus.wav,happy
happy_4_4_198_vesus.wav,huge_collated_dataset/happy/happy_4_4_198_vesus.wav,happy
happy_3_0_101_vesus.wav,huge_collated_dataset/happy/happy_3_0_101_vesus.wav,happy
happy_3_0_83_vesus.wav,huge_collated_dataset/happy/happy_3_0_83_vesus.wav,happy
happy_1_2_162_vesus.wav,huge_collated_dataset/happy/happy_1_2_162_vesus.wav,happy
happy_0_0_197_vesus.wav,huge_collated_dataset/happy/happy_0_0_197_vesus.wav,happy
happy_2_2_44_vesus.wav,huge_collated_dataset/happy/happy_2_2_44_vesus.wav,happy
happy_5_2_122_vesus.wav,huge_collated_dataset/happy/happy_5_2_122_vesus.wav,happy
happy_1_2_70_vesus.wav,huge_collated_dataset/happy/happy_1_2_70_vesus.wav,happy
happy_8_4_95_vesus.wav,huge_collated_dataset/happy/happy_8_4_95_vesus.wav,happy
happy_1_2_118_vesus.wav,huge_collated_dataset/happy/happy_1_2_118_vesus.wav,happy
happy_7_4_70_vesus.wav,huge_collated_dataset/happy/happy_7_4_70_vesus.wav,happy
happy_0_0_124_vesus.wav,huge_collated_dataset/happy/happy_0_0_124_vesus.wav,happy
happy_6_4_236_vesus.wav,huge_collated_dataset/happy/happy_6_4_236_vesus.wav,happy
happy_3_0_30_vesus.wav,huge_collated_dataset/happy/happy_3_0_30_vesus.wav,happy
happy_6_4_146_vesus.wav,huge_collated_dataset/happy/happy_6_4_146_vesus.wav,happy
happy_5_2_49_vesus.wav,huge_collated_dataset/happy/happy_5_2_49_vesus.wav,happy
happy_5_2_80_vesus.wav,huge_collated_dataset/happy/happy_5_2_80_vesus.wav,happy
happy_5_2_94_vesus.wav,huge_collated_dataset/happy/happy_5_2_94_vesus.wav,happy
happy_2_2_153_vesus.wav,huge_collated_dataset/happy/happy_2_2_153_vesus.wav,happy
happy_6_4_152_vesus.wav,huge_collated_dataset/happy/happy_6_4_152_vesus.wav,happy
happy_8_4_158_vesus.wav,huge_collated_dataset/happy/happy_8_4_158_vesus.wav,happy
happy_6_4_222_vesus.wav,huge_collated_dataset/happy/happy_6_4_222_vesus.wav,happy
happy_2_2_223_vesus.wav,huge_collated_dataset/happy/happy_2_2_223_vesus.wav,happy
happy_7_4_160_vesus.wav,huge_collated_dataset/happy/happy_7_4_160_vesus.wav,happy
happy_1_2_64_vesus.wav,huge_collated_dataset/happy/happy_1_2_64_vesus.wav,happy
happy_5_2_136_vesus.wav,huge_collated_dataset/happy/happy_5_2_136_vesus.wav,happy
happy_2_2_50_vesus.wav,huge_collated_dataset/happy/happy_2_2_50_vesus.wav,happy
happy_0_0_183_vesus.wav,huge_collated_dataset/happy/happy_0_0_183_vesus.wav,happy
happy_2_2_99_vesus.wav,huge_collated_dataset/happy/happy_2_2_99_vesus.wav,happy
happy_1_2_176_vesus.wav,huge_collated_dataset/happy/happy_1_2_176_vesus.wav,happy
happy_6_4_15_vesus.wav,huge_collated_dataset/happy/happy_6_4_15_vesus.wav,happy
happy_2_2_129_vesus.wav,huge_collated_dataset/happy/happy_2_2_129_vesus.wav,happy
happy_5_2_27_vesus.wav,huge_collated_dataset/happy/happy_5_2_27_vesus.wav,happy
happy_6_4_128_vesus.wav,huge_collated_dataset/happy/happy_6_4_128_vesus.wav,happy
happy_3_0_115_vesus.wav,huge_collated_dataset/happy/happy_3_0_115_vesus.wav,happy
happy_4_4_145_vesus.wav,huge_collated_dataset/happy/happy_4_4_145_vesus.wav,happy
happy_4_4_99_vesus.wav,huge_collated_dataset/happy/happy_4_4_99_vesus.wav,happy
happy_4_4_50_vesus.wav,huge_collated_dataset/happy/happy_4_4_50_vesus.wav,happy
happy_1_2_1_vesus.wav,huge_collated_dataset/happy/happy_1_2_1_vesus.wav,happy
happy_5_2_185_vesus.wav,huge_collated_dataset/happy/happy_5_2_185_vesus.wav,happy
