file_path,label
huge_collated_dataset/angry/angry_3_4_27_vesus.wav,angry
huge_collated_dataset/sad/sad_6_5_223_vesus.wav,sad
huge_collated_dataset/neutral/neutral_6_1_58_vesus.wav,neutral
huge_collated_dataset/fear/fear_2_1_54_vesus.wav,fear
huge_collated_dataset/sad/1ac2b3d011.wav,sad
huge_collated_dataset/fear/78a0dc6b94.wav,fear
huge_collated_dataset/angry/angry_7_6_93_vesus.wav,angry
huge_collated_dataset/fear/129e52239a.wav,fear
huge_collated_dataset/fear/20d11f83df.wav,fear
huge_collated_dataset/fear/fear_2_1_104_vesus.wav,fear
huge_collated_dataset/neutral/neutral_1_3_56_vesus.wav,neutral
huge_collated_dataset/happy/happy_3_0_150_vesus.wav,happy
huge_collated_dataset/angry/angry_0_4_32_vesus.wav,angry
huge_collated_dataset/happy/happy_8_4_224_vesus.wav,happy
huge_collated_dataset/neutral/neutral_3_3_194_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_146_vesus.wav,neutral
huge_collated_dataset/sad/sad_3_1_62_vesus.wav,sad
huge_collated_dataset/angry/bc075f9f8d.wav,angry
huge_collated_dataset/fear/1dbe5d0c63.wav,fear
huge_collated_dataset/happy/happy_7_4_16_vesus.wav,happy
huge_collated_dataset/sad/sad_0_1_152_vesus.wav,sad
huge_collated_dataset/happy/happy_5_2_65_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_87_vesus.wav,happy
huge_collated_dataset/neutral/neutral_6_1_249_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_5_5_175_vesus.wav,neutral
huge_collated_dataset/sad/sad_3_1_61_vesus.wav,sad
huge_collated_dataset/happy/happy_6_4_144_vesus.wav,happy
huge_collated_dataset/neutral/neutral_8_1_20_vesus.wav,neutral
huge_collated_dataset/happy/happy_1_2_68_vesus.wav,happy
huge_collated_dataset/fear/fear_0_2_109_vesus.wav,fear
huge_collated_dataset/neutral/neutral_6_1_68_vesus.wav,neutral
huge_collated_dataset/fear/fear_0_2_232_vesus.wav,fear
huge_collated_dataset/happy/happy_0_0_223_vesus.wav,happy
huge_collated_dataset/happy/happy_2_2_171_vesus.wav,happy
huge_collated_dataset/sad/sad_1_5_82_vesus.wav,sad
huge_collated_dataset/fear/348f779695.wav,fear
huge_collated_dataset/neutral/neutral_1_3_238_vesus.wav,neutral
huge_collated_dataset/angry/angry_4_1_44_vesus.wav,angry
huge_collated_dataset/happy/happy_3_0_67_vesus.wav,happy
huge_collated_dataset/sad/sad_2_5_107_vesus.wav,sad
huge_collated_dataset/fear/fear_ravdess377.wav,fear
huge_collated_dataset/angry/angry_5_0_46_vesus.wav,angry
huge_collated_dataset/neutral/neutral_7_1_87_vesus.wav,neutral
huge_collated_dataset/fear/fear_tess1978.wav,fear
huge_collated_dataset/happy/happy_0_0_55_vesus.wav,happy
huge_collated_dataset/sad/sad_4_5_20_vesus.wav,sad
huge_collated_dataset/fear/fear_crema1491.wav,fear
huge_collated_dataset/neutral/neutral_5_5_244_vesus.wav,neutral
huge_collated_dataset/fear/fear_4_3_182_vesus.wav,fear
huge_collated_dataset/fear/2f2d7bd4d2.wav,fear
huge_collated_dataset/sad/sad_2_5_160_vesus.wav,sad
huge_collated_dataset/fear/c368566b2b.wav,fear
huge_collated_dataset/neutral/neutral_4_0_67_vesus.wav,neutral
huge_collated_dataset/fear/fear_0_2_133_vesus.wav,fear
huge_collated_dataset/angry/angry_3_4_1_vesus.wav,angry
huge_collated_dataset/angry/37eefe1f31.wav,angry
huge_collated_dataset/happy/happy_2_2_28_vesus.wav,happy
huge_collated_dataset/sad/sad_4_5_61_vesus.wav,sad
huge_collated_dataset/neutral/neutral_0_3_82_vesus.wav,neutral
huge_collated_dataset/fear/13d587874f.wav,fear
huge_collated_dataset/happy/happy_3_0_23_vesus.wav,happy
huge_collated_dataset/sad/sad_0_1_247_vesus.wav,sad
huge_collated_dataset/angry/a9fe367cfc.wav,angry
huge_collated_dataset/angry/angry_4_1_161_vesus.wav,angry
huge_collated_dataset/angry/3e7484c0a8.wav,angry
huge_collated_dataset/fear/092edb1d83.wav,fear
huge_collated_dataset/fear/8904b0b297.wav,fear
huge_collated_dataset/neutral/neutral_0_3_150_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_0_3_134_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_2_3_13_vesus.wav,neutral
huge_collated_dataset/fear/bd0d87b51e.wav,fear
huge_collated_dataset/fear/fear_1_1_224_vesus.wav,fear
huge_collated_dataset/sad/sad_0_1_215_vesus.wav,sad
huge_collated_dataset/happy/happy_1_2_25_vesus.wav,happy
huge_collated_dataset/happy/happy_4_4_85_vesus.wav,happy
huge_collated_dataset/angry/angry_0_4_190_vesus.wav,angry
huge_collated_dataset/neutral/neutral_7_1_38_vesus.wav,neutral
huge_collated_dataset/angry/angry_8_6_57_vesus.wav,angry
huge_collated_dataset/angry/62aa8242a0.wav,angry
huge_collated_dataset/fear/d7c58be46d.wav,fear
huge_collated_dataset/angry/angry_2_0_143_vesus.wav,angry
huge_collated_dataset/happy/happy_7_4_46_vesus.wav,happy
huge_collated_dataset/fear/fear_ravdess768.wav,fear
huge_collated_dataset/neutral/neutral_8_1_15_vesus.wav,neutral
huge_collated_dataset/sad/sad_7_5_97_vesus.wav,sad
huge_collated_dataset/happy/happy_6_4_213_vesus.wav,happy
huge_collated_dataset/happy/happy_2_2_31_vesus.wav,happy
huge_collated_dataset/neutral/neutral_4_0_54_vesus.wav,neutral
huge_collated_dataset/angry/angry_1_0_140_vesus.wav,angry
huge_collated_dataset/sad/sad_3_1_135_vesus.wav,sad
huge_collated_dataset/angry/angry_1_0_240_vesus.wav,angry
huge_collated_dataset/happy/happy_2_2_74_vesus.wav,happy
huge_collated_dataset/happy/happy_9_2_163_vesus.wav,happy
huge_collated_dataset/fear/fear_tess1879.wav,fear
huge_collated_dataset/happy/happy_0_0_78_vesus.wav,happy
huge_collated_dataset/neutral/neutral_1_3_23_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_172_vesus.wav,neutral
huge_collated_dataset/fear/fear_0_2_215_vesus.wav,fear
huge_collated_dataset/neutral/neutral_8_1_14_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_9_6_237_vesus.wav,neutral
huge_collated_dataset/fear/fear_4_3_126_vesus.wav,fear
huge_collated_dataset/happy/happy_9_2_195_vesus.wav,happy
huge_collated_dataset/sad/75de18959c.wav,sad
huge_collated_dataset/neutral/neutral_2_3_26_vesus.wav,neutral
huge_collated_dataset/happy/happy_7_4_59_vesus.wav,happy
huge_collated_dataset/happy/happy_1_2_136_vesus.wav,happy
huge_collated_dataset/sad/sad_0_1_163_vesus.wav,sad
huge_collated_dataset/happy/happy_2_2_51_vesus.wav,happy
huge_collated_dataset/fear/fear_4_3_34_vesus.wav,fear
huge_collated_dataset/neutral/neutral_9_6_28_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_156_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_2_3_248_vesus.wav,neutral
huge_collated_dataset/sad/sad_4_5_18_vesus.wav,sad
huge_collated_dataset/neutral/neutral_0_3_231_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_246_vesus.wav,neutral
huge_collated_dataset/sad/sad_8_5_69_vesus.wav,sad
huge_collated_dataset/fear/2efcb90df2.wav,fear
huge_collated_dataset/angry/angry_5_0_4_vesus.wav,angry
huge_collated_dataset/angry/angry_4_1_120_vesus.wav,angry
huge_collated_dataset/neutral/neutral_4_0_122_vesus.wav,neutral
huge_collated_dataset/fear/fear_2_1_59_vesus.wav,fear
huge_collated_dataset/neutral/neutral_3_3_169_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_6_1_196_vesus.wav,neutral
huge_collated_dataset/fear/fear_4_3_60_vesus.wav,fear
huge_collated_dataset/angry/angry_5_0_73_vesus.wav,angry
huge_collated_dataset/sad/9fa9a93b82.wav,sad
huge_collated_dataset/angry/angry_4_1_187_vesus.wav,angry
huge_collated_dataset/neutral/neutral_3_3_2_vesus.wav,neutral
huge_collated_dataset/happy/happy_5_2_118_vesus.wav,happy
huge_collated_dataset/sad/sad_9_4_128_vesus.wav,sad
huge_collated_dataset/fear/fear_tess1955.wav,fear
huge_collated_dataset/sad/sad_1_5_197_vesus.wav,sad
huge_collated_dataset/angry/angry_7_6_7_vesus.wav,angry
huge_collated_dataset/sad/sad_2_5_104_vesus.wav,sad
huge_collated_dataset/neutral/neutral_9_6_95_vesus.wav,neutral
huge_collated_dataset/happy/happy_3_0_203_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_220_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_28_vesus.wav,happy
huge_collated_dataset/happy/42ceb2a986.wav,happy
huge_collated_dataset/angry/7e9725abca.wav,angry
huge_collated_dataset/neutral/neutral_4_0_79_vesus.wav,neutral
huge_collated_dataset/sad/sad_2_5_142_vesus.wav,sad
huge_collated_dataset/happy/happy_2_2_238_vesus.wav,happy
huge_collated_dataset/sad/sad_5_4_108_vesus.wav,sad
huge_collated_dataset/fear/fear_0_2_29_vesus.wav,fear
huge_collated_dataset/happy/happy_8_4_103_vesus.wav,happy
huge_collated_dataset/fear/c4a7e0b3fe.wav,fear
huge_collated_dataset/fear/47fa79fd9b.wav,fear
huge_collated_dataset/happy/happy_5_2_222_vesus.wav,happy
huge_collated_dataset/neutral/neutral_0_3_53_vesus.wav,neutral
huge_collated_dataset/happy/happy_6_4_126_vesus.wav,happy
huge_collated_dataset/fear/fear_tess44.wav,fear
huge_collated_dataset/neutral/neutral_6_1_248_vesus.wav,neutral
huge_collated_dataset/sad/sad_1_5_237_vesus.wav,sad
huge_collated_dataset/happy/happy_1_2_87_vesus.wav,happy
huge_collated_dataset/sad/sad_8_5_32_vesus.wav,sad
huge_collated_dataset/angry/f4af64ad17.wav,angry
huge_collated_dataset/fear/fear_4_3_77_vesus.wav,fear
huge_collated_dataset/happy/happy_3_0_234_vesus.wav,happy
huge_collated_dataset/neutral/neutral_7_1_239_vesus.wav,neutral
huge_collated_dataset/happy/ff6b3fdf16.wav,happy
huge_collated_dataset/sad/sad_1_5_218_vesus.wav,sad
huge_collated_dataset/fear/fear_tess1841.wav,fear
huge_collated_dataset/angry/angry_7_6_76_vesus.wav,angry
huge_collated_dataset/sad/sad_5_4_133_vesus.wav,sad
huge_collated_dataset/happy/happy_1_2_51_vesus.wav,happy
huge_collated_dataset/neutral/neutral_4_0_87_vesus.wav,neutral
huge_collated_dataset/angry/angry_7_6_123_vesus.wav,angry
huge_collated_dataset/neutral/neutral_6_1_156_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_5_5_123_vesus.wav,neutral
huge_collated_dataset/angry/angry_4_1_58_vesus.wav,angry
huge_collated_dataset/sad/sad_3_1_178_vesus.wav,sad
huge_collated_dataset/angry/angry_4_1_89_vesus.wav,angry
huge_collated_dataset/angry/angry_1_0_125_vesus.wav,angry
huge_collated_dataset/sad/c3b84b9279.wav,sad
huge_collated_dataset/angry/angry_3_4_7_vesus.wav,angry
huge_collated_dataset/fear/fear_1_1_25_vesus.wav,fear
huge_collated_dataset/neutral/neutral_9_6_80_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_7_1_64_vesus.wav,neutral
huge_collated_dataset/angry/angry_1_0_178_vesus.wav,angry
huge_collated_dataset/angry/angry_4_1_118_vesus.wav,angry
huge_collated_dataset/happy/happy_4_4_72_vesus.wav,happy
huge_collated_dataset/happy/happy_3_0_134_vesus.wav,happy
huge_collated_dataset/happy/ac1bfe2709.wav,happy
huge_collated_dataset/happy/happy_3_0_66_vesus.wav,happy
huge_collated_dataset/fear/fear_0_2_111_vesus.wav,fear
huge_collated_dataset/fear/1dd8a1fe5a.wav,fear
huge_collated_dataset/sad/sad_2_5_36_vesus.wav,sad
huge_collated_dataset/fear/fear_0_2_174_vesus.wav,fear
huge_collated_dataset/angry/angry_3_4_54_vesus.wav,angry
huge_collated_dataset/fear/e8d658814d.wav,fear
huge_collated_dataset/happy/happy_0_0_187_vesus.wav,happy
huge_collated_dataset/neutral/neutral_5_5_72_vesus.wav,neutral
huge_collated_dataset/fear/84e8ede800.wav,fear
huge_collated_dataset/sad/sad_3_1_174_vesus.wav,sad
huge_collated_dataset/fear/2834f314fd.wav,fear
huge_collated_dataset/angry/d0ecc49f3d.wav,angry
huge_collated_dataset/happy/happy_6_4_110_vesus.wav,happy
huge_collated_dataset/happy/happy_8_4_162_vesus.wav,happy
huge_collated_dataset/sad/sad_4_5_115_vesus.wav,sad
huge_collated_dataset/fear/b28d0cfa59.wav,fear
huge_collated_dataset/neutral/neutral_2_3_182_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_2_3_206_vesus.wav,neutral
huge_collated_dataset/angry/angry_0_4_186_vesus.wav,angry
huge_collated_dataset/neutral/neutral_5_5_225_vesus.wav,neutral
huge_collated_dataset/sad/sad_1_5_62_vesus.wav,sad
huge_collated_dataset/angry/b4f0420bf2.wav,angry
huge_collated_dataset/sad/sad_7_5_140_vesus.wav,sad
huge_collated_dataset/happy/happy_0_0_151_vesus.wav,happy
huge_collated_dataset/fear/ebe2e1a164.wav,fear
huge_collated_dataset/sad/sad_4_5_52_vesus.wav,sad
huge_collated_dataset/neutral/neutral_3_3_48_vesus.wav,neutral
huge_collated_dataset/fear/fear_ravdess1351.wav,fear
huge_collated_dataset/happy/happy_5_2_26_vesus.wav,happy
huge_collated_dataset/neutral/neutral_8_1_75_vesus.wav,neutral
huge_collated_dataset/fear/fear_tess1872.wav,fear
huge_collated_dataset/happy/happy_2_2_202_vesus.wav,happy
huge_collated_dataset/neutral/neutral_9_6_162_vesus.wav,neutral
huge_collated_dataset/happy/happy_3_0_73_vesus.wav,happy
huge_collated_dataset/angry/angry_2_0_241_vesus.wav,angry
huge_collated_dataset/neutral/neutral_9_6_21_vesus.wav,neutral
huge_collated_dataset/happy/happy_3_0_177_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_103_vesus.wav,happy
huge_collated_dataset/happy/happy_7_4_49_vesus.wav,happy
huge_collated_dataset/happy/3d7c3c7d1d.wav,happy
huge_collated_dataset/fear/fear_ravdess317.wav,fear
huge_collated_dataset/angry/angry_2_0_24_vesus.wav,angry
huge_collated_dataset/neutral/neutral_6_1_131_vesus.wav,neutral
huge_collated_dataset/happy/happy_5_2_233_vesus.wav,happy
huge_collated_dataset/sad/sad_4_5_132_vesus.wav,sad
huge_collated_dataset/fear/fear_tess159.wav,fear
huge_collated_dataset/angry/angry_2_0_216_vesus.wav,angry
huge_collated_dataset/angry/angry_0_4_160_vesus.wav,angry
huge_collated_dataset/neutral/neutral_7_1_144_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_3_3_247_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_4_0_214_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_190_vesus.wav,neutral
huge_collated_dataset/sad/sad_0_1_92_vesus.wav,sad
huge_collated_dataset/happy/d10012b538.wav,happy
huge_collated_dataset/happy/happy_1_2_148_vesus.wav,happy
huge_collated_dataset/angry/angry_8_6_69_vesus.wav,angry
huge_collated_dataset/fear/d7b79d1994.wav,fear
huge_collated_dataset/neutral/neutral_2_3_38_vesus.wav,neutral
huge_collated_dataset/happy/happy_2_2_67_vesus.wav,happy
huge_collated_dataset/happy/happy_3_0_199_vesus.wav,happy
huge_collated_dataset/neutral/neutral_6_1_119_vesus.wav,neutral
huge_collated_dataset/sad/sad_1_5_230_vesus.wav,sad
huge_collated_dataset/neutral/neutral_2_3_83_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_3_3_70_vesus.wav,neutral
huge_collated_dataset/fear/aa2ff4cf8d.wav,fear
huge_collated_dataset/happy/happy_8_4_23_vesus.wav,happy
huge_collated_dataset/fear/5111718ecc.wav,fear
huge_collated_dataset/neutral/neutral_8_1_64_vesus.wav,neutral
huge_collated_dataset/angry/angry_3_4_92_vesus.wav,angry
huge_collated_dataset/neutral/neutral_9_6_125_vesus.wav,neutral
huge_collated_dataset/angry/angry_1_0_82_vesus.wav,angry
huge_collated_dataset/neutral/neutral_8_1_98_vesus.wav,neutral
huge_collated_dataset/fear/fear_tess34.wav,fear
huge_collated_dataset/angry/angry_1_0_234_vesus.wav,angry
huge_collated_dataset/angry/9977d125ec.wav,angry
huge_collated_dataset/angry/53c700808d.wav,angry
huge_collated_dataset/neutral/neutral_3_3_134_vesus.wav,neutral
huge_collated_dataset/angry/angry_3_4_66_vesus.wav,angry
huge_collated_dataset/neutral/neutral_4_0_81_vesus.wav,neutral
huge_collated_dataset/angry/df01d5833e.wav,angry
huge_collated_dataset/angry/angry_3_4_61_vesus.wav,angry
huge_collated_dataset/sad/sad_3_1_18_vesus.wav,sad
huge_collated_dataset/angry/d1ae2dc4bc.wav,angry
huge_collated_dataset/sad/abfc4bad02.wav,sad
huge_collated_dataset/happy/happy_2_2_16_vesus.wav,happy
huge_collated_dataset/neutral/neutral_9_6_251_vesus.wav,neutral
huge_collated_dataset/angry/angry_2_0_80_vesus.wav,angry
huge_collated_dataset/neutral/neutral_5_5_89_vesus.wav,neutral
huge_collated_dataset/sad/sad_0_1_187_vesus.wav,sad
huge_collated_dataset/happy/happy_3_0_10_vesus.wav,happy
huge_collated_dataset/neutral/neutral_4_0_89_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_8_1_166_vesus.wav,neutral
huge_collated_dataset/angry/272e6aac26.wav,angry
huge_collated_dataset/neutral/neutral_7_1_71_vesus.wav,neutral
huge_collated_dataset/neutral/neutral_7_1_208_vesus.wav,neutral
huge_collated_dataset/angry/angry_3_4_241_vesus.wav,angry
huge_collated_dataset/sad/sad_2_5_233_vesus.wav,sad
huge_collated_dataset/angry/angry_8_6_41_vesus.wav,angry
huge_collated_dataset/neutral/neutral_3_3_217_vesus.wav,neutral
huge_collated_dataset/angry/angry_4_1_97_vesus.wav,angry
huge_collated_dataset/fear/43483f25ee.wav,fear
huge_collated_dataset/happy/happy_1_2_199_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_213_vesus.wav,happy
huge_collated_dataset/sad/sad_0_1_79_vesus.wav,sad
huge_collated_dataset/angry/angry_4_1_25_vesus.wav,angry
huge_collated_dataset/neutral/neutral_5_5_81_vesus.wav,neutral
huge_collated_dataset/angry/angry_2_0_39_vesus.wav,angry
huge_collated_dataset/neutral/neutral_3_3_115_vesus.wav,neutral
huge_collated_dataset/happy/happy_5_2_250_vesus.wav,happy
huge_collated_dataset/neutral/neutral_7_1_56_vesus.wav,neutral
huge_collated_dataset/angry/angry_4_1_132_vesus.wav,angry
huge_collated_dataset/neutral/neutral_6_1_12_vesus.wav,neutral
huge_collated_dataset/fear/fear_tess1976.wav,fear
huge_collated_dataset/fear/fear_0_2_230_vesus.wav,fear
huge_collated_dataset/fear/fear_tess1846.wav,fear
huge_collated_dataset/sad/9d19fe9768.wav,sad
huge_collated_dataset/happy/happy_5_2_135_vesus.wav,happy
huge_collated_dataset/angry/angry_7_6_188_vesus.wav,angry
huge_collated_dataset/sad/sad_9_4_87_vesus.wav,sad
huge_collated_dataset/angry/4671c10830.wav,angry
huge_collated_dataset/angry/angry_3_4_141_vesus.wav,angry
huge_collated_dataset/neutral/neutral_0_3_15_vesus.wav,neutral
huge_collated_dataset/happy/happy_8_4_146_vesus.wav,happy
huge_collated_dataset/angry/angry_2_0_167_vesus.wav,angry
huge_collated_dataset/fear/fear_1_1_87_vesus.wav,fear
huge_collated_dataset/angry/angry_0_4_227_vesus.wav,angry
huge_collated_dataset/fear/f9b8beebd9.wav,fear
huge_collated_dataset/angry/angry_0_4_30_vesus.wav,angry
huge_collated_dataset/angry/angry_4_1_224_vesus.wav,angry
huge_collated_dataset/fear/fear_1_1_51_vesus.wav,fear
huge_collated_dataset/angry/angry_4_1_218_vesus.wav,angry
huge_collated_dataset/angry/angry_3_4_170_vesus.wav,angry
huge_collated_dataset/angry/angry_6_6_20_vesus.wav,angry
huge_collated_dataset/fear/fear_1_1_129_vesus.wav,fear
huge_collated_dataset/fear/62ea39a59b.wav,fear
huge_collated_dataset/neutral/neutral_5_5_241_vesus.wav,neutral
huge_collated_dataset/fear/fear_tess1980.wav,fear
huge_collated_dataset/neutral/neutral_1_3_89_vesus.wav,neutral
huge_collated_dataset/angry/04dda28348.wav,angry
huge_collated_dataset/fear/cac3bbee7c.wav,fear
huge_collated_dataset/angry/aed3109ebd.wav,angry
huge_collated_dataset/happy/happy_5_2_232_vesus.wav,happy
huge_collated_dataset/angry/angry_1_0_65_vesus.wav,angry
huge_collated_dataset/angry/angry_2_0_222_vesus.wav,angry
huge_collated_dataset/angry/angry_3_4_144_vesus.wav,angry
huge_collated_dataset/neutral/neutral_2_3_213_vesus.wav,neutral
huge_collated_dataset/sad/sad_6_5_14_vesus.wav,sad
huge_collated_dataset/sad/sad_3_1_166_vesus.wav,sad
huge_collated_dataset/angry/angry_1_0_54_vesus.wav,angry
huge_collated_dataset/fear/fear_tess1935.wav,fear
huge_collated_dataset/angry/angry_4_1_81_vesus.wav,angry
huge_collated_dataset/happy/happy_1_2_48_vesus.wav,happy
huge_collated_dataset/angry/angry_2_0_181_vesus.wav,angry
huge_collated_dataset/happy/happy_6_4_32_vesus.wav,happy
huge_collated_dataset/neutral/neutral_7_1_145_vesus.wav,neutral
huge_collated_dataset/fear/8ef912b8e7.wav,fear
huge_collated_dataset/neutral/neutral_8_1_17_vesus.wav,neutral
huge_collated_dataset/fear/fear_1_1_109_vesus.wav,fear
huge_collated_dataset/neutral/neutral_7_1_103_vesus.wav,neutral
huge_collated_dataset/fear/fear_0_2_11_vesus.wav,fear
huge_collated_dataset/sad/sad_3_1_143_vesus.wav,sad
huge_collated_dataset/happy/happy_4_4_165_vesus.wav,happy
huge_collated_dataset/happy/happy_0_0_232_vesus.wav,happy
huge_collated_dataset/angry/angry_6_6_160_vesus.wav,angry
huge_collated_dataset/sad/sad_2_5_74_vesus.wav,sad
huge_collated_dataset/angry/c59d8dac1f.wav,angry
huge_collated_dataset/happy/happy_1_2_163_vesus.wav,happy
huge_collated_dataset/happy/happy_7_4_77_vesus.wav,happy
huge_collated_dataset/fear/9394010154.wav,fear
huge_collated_dataset/sad/sad_5_4_125_vesus.wav,sad
huge_collated_dataset/happy/happy_4_4_203_vesus.wav,happy
huge_collated_dataset/happy/happy_4_4_75_vesus.wav,happy
huge_collated_dataset/sad/sad_1_5_177_vesus.wav,sad
huge_collated_dataset/neutral/neutral_6_1_87_vesus.wav,neutral
huge_collated_dataset/sad/sad_4_5_8_vesus.wav,sad
huge_collated_dataset/sad/6965727a42.wav,sad
huge_collated_dataset/sad/sad_2_5_138_vesus.wav,sad
huge_collated_dataset/angry/angry_3_4_73_vesus.wav,angry
huge_collated_dataset/angry/angry_1_0_79_vesus.wav,angry
huge_collated_dataset/happy/happy_1_2_122_vesus.wav,happy
huge_collated_dataset/happy/happy_7_4_112_vesus.wav,happy
huge_collated_dataset/neutral/neutral_7_1_58_vesus.wav,neutral
huge_collated_dataset/fear/fear_0_2_181_vesus.wav,fear
huge_collated_dataset/happy/happy_1_2_138_vesus.wav,happy
huge_collated_dataset/angry/angry_5_0_139_vesus.wav,angry
huge_collated_dataset/sad/sad_0_1_212_vesus.wav,sad
huge_collated_dataset/sad/sad_1_5_21_vesus.wav,sad
huge_collated_dataset/neutral/neutral_8_1_193_vesus.wav,neutral
huge_collated_dataset/sad/sad_4_5_51_vesus.wav,sad
huge_collated_dataset/fear/7630e9ca45.wav,fear
huge_collated_dataset/happy/happy_2_2_160_vesus.wav,happy
huge_collated_dataset/sad/sad_1_5_160_vesus.wav,sad
huge_collated_dataset/angry/angry_0_4_47_vesus.wav,angry
huge_collated_dataset/sad/sad_0_1_172_vesus.wav,sad
huge_collated_dataset/happy/happy_9_2_38_vesus.wav,happy
huge_collated_dataset/neutral/neutral_5_5_75_vesus.wav,neutral
huge_collated_dataset/fear/fear_2_1_13_vesus.wav,fear
huge_collated_dataset/happy/happy_0_0_10_vesus.wav,happy
